Active Voters,Total Ballots,Contest Name,Choice Name,Total Votes,Party,Precinct Name
827,381,City of Lafayette Council Candidates,Cliff Willmeng,126,,2171207308
827,381,City of Lafayette Council Candidates,Alexandra Lynch,202,,2171207308
827,381,City of Lafayette Council Candidates,Frank Phillips,107,,2171207308
827,381,City of Lafayette Council Candidates,Brad Wiesley,118,,2171207308
827,381,City of Lafayette Council Candidates,Stephanie Walton,194,,2171207308
827,381,City of Lafayette Council Candidates,Cliff Smedley,127,,2171207308
1067,530,City of Lafayette Council Candidates,Christine Berg,313,,2171207309
1067,530,City of Lafayette Council Candidates,Cliff Willmeng,147,,2171207309
1067,530,City of Lafayette Council Candidates,Alexandra Lynch,268,,2171207309
1067,530,City of Lafayette Council Candidates,Frank Phillips,179,,2171207309
1067,530,City of Lafayette Council Candidates,Brad Wiesley,187,,2171207309
1067,530,City of Lafayette Council Candidates,Stephanie Walton,244,,2171207309
1067,530,City of Lafayette Council Candidates,Cliff Smedley,172,,2171207309
1198,534,City of Lafayette Council Candidates,Christine Berg,302,,2171207310
1198,534,City of Lafayette Council Candidates,Cliff Willmeng,142,,2171207310
1198,534,City of Lafayette Council Candidates,Alexandra Lynch,278,,2171207310
1198,534,City of Lafayette Council Candidates,Frank Phillips,173,,2171207310
1198,534,City of Lafayette Council Candidates,Brad Wiesley,158,,2171207310
1198,534,City of Lafayette Council Candidates,Stephanie Walton,233,,2171207310
1198,534,City of Lafayette Council Candidates,Cliff Smedley,129,,2171207310
772,337,City of Lafayette Council Candidates,Christine Berg,207,,2171207311
772,337,City of Lafayette Council Candidates,Cliff Willmeng,96,,2171207311
772,337,City of Lafayette Council Candidates,Alexandra Lynch,172,,2171207311
772,337,City of Lafayette Council Candidates,Frank Phillips,98,,2171207311
772,337,City of Lafayette Council Candidates,Brad Wiesley,91,,2171207311
772,337,City of Lafayette Council Candidates,Stephanie Walton,159,,2171207311
772,337,City of Lafayette Council Candidates,Cliff Smedley,114,,2171207311
879,436,City of Lafayette Council Candidates,Christine Berg,237,,2171207312
879,436,City of Lafayette Council Candidates,Cliff Willmeng,90,,2171207312
879,436,City of Lafayette Council Candidates,Alexandra Lynch,174,,2171207312
879,436,City of Lafayette Council Candidates,Frank Phillips,174,,2171207312
879,436,City of Lafayette Council Candidates,Brad Wiesley,212,,2171207312
879,436,City of Lafayette Council Candidates,Stephanie Walton,206,,2171207312
879,436,City of Lafayette Council Candidates,Cliff Smedley,87,,2171207312
1166,534,City of Lafayette Council Candidates,Christine Berg,311,,2171207313
1166,534,City of Lafayette Council Candidates,Cliff Willmeng,146,,2171207313
1166,534,City of Lafayette Council Candidates,Alexandra Lynch,238,,2171207313
1166,534,City of Lafayette Council Candidates,Frank Phillips,198,,2171207313
1166,534,City of Lafayette Council Candidates,Brad Wiesley,181,,2171207313
1166,534,City of Lafayette Council Candidates,Stephanie Walton,250,,2171207313
1166,534,City of Lafayette Council Candidates,Cliff Smedley,169,,2171207313
1026,445,City of Lafayette Council Candidates,Christine Berg,271,,2171207314
1026,445,City of Lafayette Council Candidates,Cliff Willmeng,127,,2171207314
1026,445,City of Lafayette Council Candidates,Alexandra Lynch,174,,2171207314
1026,445,City of Lafayette Council Candidates,Frank Phillips,148,,2171207314
1026,445,City of Lafayette Council Candidates,Brad Wiesley,156,,2171207314
1026,445,City of Lafayette Council Candidates,Stephanie Walton,222,,2171207314
1026,445,City of Lafayette Council Candidates,Cliff Smedley,128,,2171207314
703,262,City of Lafayette Council Candidates,Christine Berg,139,,2171207315
703,262,City of Lafayette Council Candidates,Cliff Willmeng,61,,2171207315
703,262,City of Lafayette Council Candidates,Alexandra Lynch,108,,2171207315
703,262,City of Lafayette Council Candidates,Frank Phillips,95,,2171207315
703,262,City of Lafayette Council Candidates,Brad Wiesley,92,,2171207315
703,262,City of Lafayette Council Candidates,Stephanie Walton,125,,2171207315
703,262,City of Lafayette Council Candidates,Cliff Smedley,78,,2171207315
962,432,City of Lafayette Council Candidates,Christine Berg,208,,2171207316
962,432,City of Lafayette Council Candidates,Cliff Willmeng,87,,2171207316
962,432,City of Lafayette Council Candidates,Alexandra Lynch,175,,2171207316
962,432,City of Lafayette Council Candidates,Frank Phillips,168,,2171207316
962,432,City of Lafayette Council Candidates,Brad Wiesley,175,,2171207316
962,432,City of Lafayette Council Candidates,Stephanie Walton,183,,2171207316
962,432,City of Lafayette Council Candidates,Cliff Smedley,119,,2171207316
1413,664,City of Longmont Mayor,Sarah Levison,128,,4171207600
1413,664,City of Longmont Mayor,Ron Gallegos,120,,4171207600
1413,664,City of Longmont Mayor,Dennis L. Coombs,382,,4171207600
1307,635,City of Longmont Mayor,Sarah Levison,125,,4171207601
1307,635,City of Longmont Mayor,Ron Gallegos,92,,4171207601
1307,635,City of Longmont Mayor,Dennis L. Coombs,387,,4171207601
714,297,City of Longmont Mayor,Sarah Levison,59,,4171207602
714,297,City of Longmont Mayor,Ron Gallegos,49,,4171207602
714,297,City of Longmont Mayor,Dennis L. Coombs,176,,4171207602
1200,544,City of Longmont Mayor,Sarah Levison,84,,4171207603
1200,544,City of Longmont Mayor,Ron Gallegos,100,,4171207603
1200,544,City of Longmont Mayor,Dennis L. Coombs,317,,4171207603
927,475,City of Longmont Mayor,Sarah Levison,77,,4171207604
927,475,City of Longmont Mayor,Ron Gallegos,98,,4171207604
927,475,City of Longmont Mayor,Dennis L. Coombs,273,,4171207604
978,314,City of Longmont Mayor,Sarah Levison,77,,4171207605
978,314,City of Longmont Mayor,Ron Gallegos,48,,4171207605
978,314,City of Longmont Mayor,Dennis L. Coombs,165,,4171207605
708,289,City of Longmont Mayor,Sarah Levison,85,,4171207606
708,289,City of Longmont Mayor,Ron Gallegos,43,,4171207606
708,289,City of Longmont Mayor,Dennis L. Coombs,146,,4171207606
921,407,City of Longmont Mayor,Sarah Levison,98,,4171207607
921,407,City of Longmont Mayor,Ron Gallegos,64,,4171207607
921,407,City of Longmont Mayor,Dennis L. Coombs,228,,4171207607
843,261,City of Longmont Mayor,Sarah Levison,81,,4171207608
843,261,City of Longmont Mayor,Ron Gallegos,63,,4171207608
843,261,City of Longmont Mayor,Dennis L. Coombs,111,,4171207608
452,98,City of Longmont Mayor,Sarah Levison,28,,4171207609
452,98,City of Longmont Mayor,Ron Gallegos,21,,4171207609
452,98,City of Longmont Mayor,Dennis L. Coombs,45,,4171207609
1252,420,City of Longmont Mayor,Sarah Levison,135,,4171207610
1252,420,City of Longmont Mayor,Ron Gallegos,65,,4171207610
1252,420,City of Longmont Mayor,Dennis L. Coombs,194,,4171207610
921,367,City of Longmont Mayor,Sarah Levison,103,,4171207611
921,367,City of Longmont Mayor,Ron Gallegos,71,,4171207611
921,367,City of Longmont Mayor,Dennis L. Coombs,181,,4171207611
846,368,City of Longmont Mayor,Sarah Levison,98,,4171207612
846,368,City of Longmont Mayor,Ron Gallegos,71,,4171207612
846,368,City of Longmont Mayor,Dennis L. Coombs,185,,4171207612
796,354,City of Longmont Mayor,Sarah Levison,86,,4171207613
796,354,City of Longmont Mayor,Ron Gallegos,60,,4171207613
796,354,City of Longmont Mayor,Dennis L. Coombs,193,,4171207613
1242,598,City of Longmont Mayor,Sarah Levison,114,,4171207614
1242,598,City of Longmont Mayor,Ron Gallegos,85,,4171207614
1242,598,City of Longmont Mayor,Dennis L. Coombs,369,,4171207614
762,350,City of Longmont Mayor,Sarah Levison,68,,4171207615
762,350,City of Longmont Mayor,Ron Gallegos,55,,4171207615
762,350,City of Longmont Mayor,Dennis L. Coombs,203,,4171207615
1019,454,City of Longmont Mayor,Sarah Levison,121,,4171107616
1019,454,City of Longmont Mayor,Ron Gallegos,52,,4171107616
1019,454,City of Longmont Mayor,Dennis L. Coombs,260,,4171107616
1612,660,City of Longmont Mayor,Sarah Levison,149,,4171107617
1612,660,City of Longmont Mayor,Ron Gallegos,76,,4171107617
1612,660,City of Longmont Mayor,Dennis L. Coombs,402,,4171107617
1259,558,City of Longmont Mayor,Sarah Levison,159,,4171107618
1259,558,City of Longmont Mayor,Ron Gallegos,51,,4171107618
1259,558,City of Longmont Mayor,Dennis L. Coombs,316,,4171107618
1280,381,City of Longmont Mayor,Sarah Levison,106,,4171107619
1280,381,City of Longmont Mayor,Ron Gallegos,49,,4171107619
1280,381,City of Longmont Mayor,Dennis L. Coombs,210,,4171107619
1084,456,City of Longmont Mayor,Sarah Levison,120,,4171107620
1084,456,City of Longmont Mayor,Ron Gallegos,42,,4171107620
1084,456,City of Longmont Mayor,Dennis L. Coombs,271,,4171107620
936,458,City of Longmont Mayor,Sarah Levison,158,,4171107621
936,458,City of Longmont Mayor,Ron Gallegos,53,,4171107621
936,458,City of Longmont Mayor,Dennis L. Coombs,233,,4171107621
648,267,City of Longmont Mayor,Sarah Levison,80,,4171107622
648,267,City of Longmont Mayor,Ron Gallegos,53,,4171107622
648,267,City of Longmont Mayor,Dennis L. Coombs,128,,4171107622
1062,454,City of Longmont Mayor,Sarah Levison,220,,4171107623
1062,454,City of Longmont Mayor,Ron Gallegos,43,,4171107623
1062,454,City of Longmont Mayor,Dennis L. Coombs,171,,4171107623
767,403,City of Longmont Mayor,Sarah Levison,119,,4171107624
767,403,City of Longmont Mayor,Ron Gallegos,41,,4171107624
767,403,City of Longmont Mayor,Dennis L. Coombs,217,,4171107624
771,434,City of Longmont Mayor,Sarah Levison,129,,4171107625
771,434,City of Longmont Mayor,Ron Gallegos,33,,4171107625
771,434,City of Longmont Mayor,Dennis L. Coombs,260,,4171107625
982,515,City of Longmont Mayor,Sarah Levison,121,,4171107626
982,515,City of Longmont Mayor,Ron Gallegos,61,,4171107626
982,515,City of Longmont Mayor,Dennis L. Coombs,307,,4171107626
682,263,City of Longmont Mayor,Sarah Levison,85,,4171107627
682,263,City of Longmont Mayor,Ron Gallegos,60,,4171107627
682,263,City of Longmont Mayor,Dennis L. Coombs,111,,4171107627
802,401,City of Longmont Mayor,Sarah Levison,105,,4171107628
802,401,City of Longmont Mayor,Ron Gallegos,57,,4171107628
802,401,City of Longmont Mayor,Dennis L. Coombs,236,,4171107628
551,224,City of Longmont Mayor,Sarah Levison,80,,4171107629
551,224,City of Longmont Mayor,Ron Gallegos,28,,4171107629
551,224,City of Longmont Mayor,Dennis L. Coombs,103,,4171107629
817,327,City of Longmont Mayor,Sarah Levison,112,,4171107630
817,327,City of Longmont Mayor,Ron Gallegos,53,,4171107630
817,327,City of Longmont Mayor,Dennis L. Coombs,149,,4171107630
572,210,City of Longmont Mayor,Sarah Levison,59,,4171107631
572,210,City of Longmont Mayor,Ron Gallegos,39,,4171107631
572,210,City of Longmont Mayor,Dennis L. Coombs,103,,4171107631
1126,478,City of Longmont Mayor,Sarah Levison,132,,4171107632
1126,478,City of Longmont Mayor,Ron Gallegos,85,,4171107632
1126,478,City of Longmont Mayor,Dennis L. Coombs,247,,4171107632
782,242,City of Longmont Mayor,Sarah Levison,67,,4171107633
782,242,City of Longmont Mayor,Ron Gallegos,57,,4171107633
782,242,City of Longmont Mayor,Dennis L. Coombs,108,,4171107633
708,317,City of Longmont Mayor,Sarah Levison,92,,4171107634
708,317,City of Longmont Mayor,Ron Gallegos,57,,4171107634
708,317,City of Longmont Mayor,Dennis L. Coombs,155,,4171107634
768,406,City of Longmont Mayor,Sarah Levison,111,,4171107635
768,406,City of Longmont Mayor,Ron Gallegos,70,,4171107635
768,406,City of Longmont Mayor,Dennis L. Coombs,210,,4171107635
1064,562,City of Longmont Mayor,Sarah Levison,129,,4171107636
1064,562,City of Longmont Mayor,Ron Gallegos,106,,4171107636
1064,562,City of Longmont Mayor,Dennis L. Coombs,310,,4171107636
1145,516,City of Longmont Mayor,Sarah Levison,124,,4171107637
1145,516,City of Longmont Mayor,Ron Gallegos,88,,4171107637
1145,516,City of Longmont Mayor,Dennis L. Coombs,283,,4171107637
948,596,City of Longmont Mayor,Sarah Levison,89,,4171107638
948,596,City of Longmont Mayor,Ron Gallegos,92,,4171107638
948,596,City of Longmont Mayor,Dennis L. Coombs,401,,4171107638
864,508,City of Longmont Mayor,Sarah Levison,93,,4171107639
864,508,City of Longmont Mayor,Ron Gallegos,84,,4171107639
864,508,City of Longmont Mayor,Dennis L. Coombs,313,,4171107639
813,414,City of Longmont Mayor,Sarah Levison,88,,4171107640
813,414,City of Longmont Mayor,Ron Gallegos,66,,4171107640
813,414,City of Longmont Mayor,Dennis L. Coombs,246,,4171107640
772,341,City of Longmont Mayor,Sarah Levison,67,,4171107641
772,341,City of Longmont Mayor,Ron Gallegos,74,,4171107641
772,341,City of Longmont Mayor,Dennis L. Coombs,187,,4171107641
1059,420,City of Longmont Mayor,Sarah Levison,121,,4171107642
1059,420,City of Longmont Mayor,Ron Gallegos,74,,4171107642
1059,420,City of Longmont Mayor,Dennis L. Coombs,201,,4171107642
714,278,City of Longmont Mayor,Sarah Levison,82,,4171107643
714,278,City of Longmont Mayor,Ron Gallegos,46,,4171107643
714,278,City of Longmont Mayor,Dennis L. Coombs,139,,4171107643
754,223,City of Longmont Mayor,Sarah Levison,73,,4171107644
754,223,City of Longmont Mayor,Ron Gallegos,52,,4171107644
754,223,City of Longmont Mayor,Dennis L. Coombs,95,,4171107644
813,373,City of Longmont Mayor,Sarah Levison,65,,4171107645
813,373,City of Longmont Mayor,Ron Gallegos,80,,4171107645
813,373,City of Longmont Mayor,Dennis L. Coombs,214,,4171107645
859,385,City of Longmont Mayor,Sarah Levison,54,,4171107646
859,385,City of Longmont Mayor,Ron Gallegos,79,,4171107646
859,385,City of Longmont Mayor,Dennis L. Coombs,232,,4171107646
1101,519,City of Longmont Mayor,Sarah Levison,108,,4171107647
1101,519,City of Longmont Mayor,Ron Gallegos,63,,4171107647
1101,519,City of Longmont Mayor,Dennis L. Coombs,326,,4171107647
893,386,City of Longmont Mayor,Sarah Levison,80,,4171107648
893,386,City of Longmont Mayor,Ron Gallegos,81,,4171107648
893,386,City of Longmont Mayor,Dennis L. Coombs,217,,4171107648
671,245,City of Longmont Mayor,Sarah Levison,59,,4171107649
671,245,City of Longmont Mayor,Ron Gallegos,54,,4171107649
671,245,City of Longmont Mayor,Dennis L. Coombs,124,,4171107649
732,285,City of Longmont Mayor,Sarah Levison,74,,4171107650
732,285,City of Longmont Mayor,Ron Gallegos,64,,4171107650
732,285,City of Longmont Mayor,Dennis L. Coombs,136,,4171107650
930,390,City of Longmont Mayor,Sarah Levison,95,,4171107651
930,390,City of Longmont Mayor,Ron Gallegos,90,,4171107651
930,390,City of Longmont Mayor,Dennis L. Coombs,188,,4171107651
907,326,City of Longmont Mayor,Sarah Levison,93,,4171107652
907,326,City of Longmont Mayor,Ron Gallegos,64,,4171107652
907,326,City of Longmont Mayor,Dennis L. Coombs,150,,4171107652
693,396,City of Longmont Mayor,Sarah Levison,80,,4171107653
693,396,City of Longmont Mayor,Ron Gallegos,59,,4171107653
693,396,City of Longmont Mayor,Dennis L. Coombs,244,,4171107653
1203,533,City of Longmont Mayor,Sarah Levison,106,,4171107654
1203,533,City of Longmont Mayor,Ron Gallegos,81,,4171107654
1203,533,City of Longmont Mayor,Dennis L. Coombs,325,,4171107654
1413,664,City of Longmont Council At-Large,Joan Peck,241,,4171207600
1413,664,City of Longmont Council At-Large,Scott Dunn,376,,4171207600
1307,635,City of Longmont Council At-Large,Joan Peck,266,,4171207601
1307,635,City of Longmont Council At-Large,Scott Dunn,309,,4171207601
714,297,City of Longmont Council At-Large,Joan Peck,110,,4171207602
714,297,City of Longmont Council At-Large,Scott Dunn,162,,4171207602
1200,544,City of Longmont Council At-Large,Joan Peck,210,,4171207603
1200,544,City of Longmont Council At-Large,Scott Dunn,275,,4171207603
